140.56	55.684	-0.23457	-0.69965	3.1998	19.11	7.9755	74.242
102.51	58.882	0.46532	-0.51509	1.6773	14.86	10.576	127.39
103.02	39.342	0.32333	1.0512	3.1212	21.745	7.7358	63.172
136.75	57.178	-0.068415	-0.63624	3.643	20.959	6.8965	53.594
88.727	40.672	0.60087	1.1235	1.1789	11.469	14.27	252.57
93.57	46.698	0.5319	0.41672	1.6363	14.545	10.622	131.39
119.48	48.765	0.03146	-0.11217	0.99916	9.2796	19.206	479.76
130.38	39.844	-0.15832	0.38954	1.2207	14.379	13.539	198.24
107.25	52.627	0.45269	0.17035	2.3319	14.487	9.001	107.97
107.26	39.496	0.46588	1.1629	4.0794	24.98	7.3971	57.785
142.08	45.288	-0.32033	0.28395	5.3763	29.01	6.0763	37.831
133.26	44.058	-0.08106	0.11536	1.6321	12.008	11.972	195.54
134.96	49.554	-0.1353	-0.08047	10.696	41.342	3.8939	14.131
117.95	45.507	0.32544	0.66146	2.8361	23.118	8.9432	82.476
138.18	51.524	-0.031852	0.046797	6.3303	31.576	5.1559	26.143
114.37	51.946	-0.094499	-0.28798	2.7383	17.192	9.0506	96.612
109.64	49.018	0.13764	-0.2567	1.5084	12.073	13.368	223.44
100.85	51.744	0.39384	-0.011241	2.8411	21.636	8.3022	71.584
136.09	51.691	-0.045909	-0.27182	9.3428	38.096	4.3454	18.674
99.367	41.572	1.5472	4.1541	27.555	61.719	2.2088	3.6627
100.89	51.89	0.62749	-0.026498	3.8838	23.045	6.9532	52.279
105.45	41.14	0.14265	0.32042	3.5518	20.755	7.7396	68.52
95.867	42.06	0.32639	0.8035	1.8328	12.249	11.249	177.23
117.37	53.909	0.25795	-0.40505	6.0184	24.766	4.8078	25.523
106.65	56.367	0.37836	-0.26637	2.4365	18.405	9.3787	96.86
112.72	50.301	0.27939	-0.12901	8.2818	37.81	4.6918	21.276
130.85	52.433	0.1426	0.018885	2.6463	15.654	9.4642	115.67
119.44	52.875	-0.0025493	-0.46036	2.3654	16.498	9.0084	94.756
123.21	51.078	0.17938	-0.17729	2.107	16.922	10.08	112.56
102.62	49.692	0.23044	0.19333	1.4891	16.004	12.647	171.83
110.11	41.318	0.09486	0.68311	1.01	13.026	14.667	231.2
99.914	43.919	0.47573	0.78149	0.61957	9.441	20.107	475.68
128.34	52.172	-0.04928	-0.20826	2.1739	12.994	9.9658	141.51
142.05	53.873	-0.47077	-0.12595	4.4231	27.084	6.6817	45.944
121.13	47.633	0.17736	0.024918	2.1513	20.552	9.9205	99.747
102.33	48.98	0.31573	-0.20218	1.8988	13.839	11.62	172.13
147.84	53.623	-0.13108	-0.28885	2.6923	17.081	8.8492	92.202
108.04	34.91	0.32116	1.8216	3.8997	23.722	7.5062	60.887
107.88	37.331	0.496	1.4818	1.1739	12.017	14.534	252.69
118.84	45.932	-0.10924	0.13768	2.3328	14.716	9.6342	118.67
138.46	48.917	-0.039592	-0.17624	2.4431	18.313	8.6729	83.069
116.2	47.346	0.21195	-0.022178	3.6062	18.945	7.0356	59.231
120.55	45.55	0.28292	0.41991	1.3587	13.079	13.312	212.6
121.88	53.043	0.20052	-0.28222	2.1162	16.581	8.9476	91.012
125.21	51.175	0.13985	-0.38574	1.148	12.414	14.069	228.13
107.91	48.084	0.46085	0.29651	1.9933	13.841	9.9694	128.74
106.28	43.022	0.40887	1.032	1.6104	17.251	12.11	152.01
106.34	45.05	0.41865	0.604	1.2007	12.389	13.306	209.41
125.73	52.658	0.026517	-0.42963	4.8503	29.936	6.3618	40.255
113.55	49.5	0.13	-0.20284	2.4072	14.422	9.3103	113.69
134.04	51.8	-0.19584	-0.39682	1.1079	13.239	13.776	208.42
105.12	45.092	0.46485	0.87806	4.2834	23.967	6.5625	46.667
95.328	44.668	0.3865	0.75512	2.6948	17.999	9.0942	97.802
119.34	47.507	0.22032	0.64572	0.79264	9.5409	18.767	441.51
136.19	51.953	-0.070432	-0.48222	0.8495	9.6775	18.737	431.39
112.86	55.106	0.17477	-0.40402	3.0326	19.694	7.2663	58.038
108.63	52.746	0.45356	0.069732	2.3043	16.184	9.7804	115
113.95	49.221	0.23472	0.28979	1.0811	13.482	14.256	216.84
141.97	50.471	0.24497	-0.34266	2.8236	16.238	8.2077	85.533
136.5	49.933	0.044623	-0.37431	1.5552	12.814	13.314	214.81
83.68	36.379	0.57253	2.6646	4.041	23.169	7.0067	53.514
27.766	28.666	5.7701	37.419	73.113	62.07	1.2682	1.0829
135.86	51.937	0.065769	-0.36611	20.774	52.773	2.7309	6.6074
112.09	48.812	0.41857	0.35016	2.204	17.379	9.5206	100.79
126.87	53.129	0.13634	-0.58871	1.1497	13.965	13.23	186.27
117.54	47.733	0.17314	-0.15065	1.0602	14.289	14.176	208.28
143.09	49.922	-0.15756	-0.15333	3.5635	21.288	7.3371	59.168
101.3	39.434	0.39005	1.552	4.9256	26.322	6.0861	39.116
119.9	53.826	0.14338	-0.52843	4.0418	24.579	6.5813	44.9
123.13	50.331	-0.087091	0.087932	1.2809	10.689	14.637	288.67
102.05	48.791	0.45223	0.27245	2.3754	13.928	9.1275	116.02
119.45	53.143	0.01283	-0.37896	2.9323	17.93	8.2899	81.347
128.52	54.946	-0.012553	-0.65828	2.8913	17.753	8.9137	94.082
128.16	46.897	-0.17923	-0.0058199	4.194	22.258	6.4518	46.487
115.62	40.29	0.1107	0.51322	11.64	39.957	3.6403	12.685
136.74	44.391	-0.22193	0.90808	2.1054	14.498	10.132	128.4
135.27	48.144	0.015921	-0.15877	8.5393	31.135	4.0828	17.273
113.96	52.247	0.12798	-0.4575	4.4072	26.298	6.7096	47.406
107.8	45.68	0.65528	0.95488	1.709	15.191	11.52	150.31
124.5	57.354	-0.014849	-0.55096	4.7834	27.502	6.0904	37.818
119.3	46.454	0.20263	0.12837	3.7483	18.851	6.4147	50.851
148.38	51.201	-0.1132	-0.50224	1.408	12.088	12.512	201.13
109.49	53.29	0.25285	-0.31902	4.1329	25.892	6.7415	46.831
112.13	46.308	0.72165	0.61245	1.1731	11.049	14.631	273.25
128.77	45.807	0.086169	-0.031765	2.6672	15.933	8.7567	95.367
140.27	48.937	0.03253	0.11906	2.3152	19.873	9.6726	98.897
87.516	51.763	1.0706	0.74284	15.678	50.906	3.1412	8.44
132.14	42.096	0.14319	0.87673	1.8637	13.266	10.258	140.04
104.08	45.241	0.53204	0.74385	1.4365	15.415	11.899	150.99
122.6	53.797	-0.051965	-0.37973	2.6363	15.171	9.5193	117.74
114.28	41.254	0.41182	0.617	2.4122	20.428	9.1984	88.371
112.44	38.296	0.50194	1.0748	2.8127	18.137	7.86	71.299
23.625	29.949	5.688	35.987	146.57	82.395	-0.2749	-1.1218
94.586	35.78	1.1873	3.6875	6.0711	29.76	5.3188	28.698
137.24	46.455	0.045257	-0.43886	59.496	77.755	0.71975	-1.1832
123.53	53.349	0.072078	-0.071601	0.78177	10.571	17.118	339.66
70.023	35.281	1.1577	4.5467	3.0033	19.575	7.9544	71.96
129.38	44.568	0.049779	0.50633	3.6045	21.133	7.1814	56.857
97.141	47.771	0.62522	0.7408	4.1931	26.465	6.927	49.629
101.97	46.316	0.43981	0.29426	1.7483	16.487	10.81	127.73
123.47	45.475	0.34578	0.64741	32.92	65.094	1.6055	0.87136
103.52	45.726	0.33653	0.52056	11.289	39.116	3.5091	11.504
107.93	50.582	0.3204	0.27761	2.0226	19.807	10.472	113.01
113.68	42.794	0.035993	0.33068	2.7291	17.725	7.6083	67.11
96.68	41.4	0.58668	0.82022	2.0443	17.277	9.4506	97.268
130.11	49.405	0.080614	-0.1718	1.704	11.885	11.985	198.79
118.82	45.098	0.22652	0.32141	3.3177	18.991	7.3188	63.139
82.703	38.007	0.88782	2.5449	1.6413	13.159	11.094	155.04
125.44	55.222	-0.30604	-0.36128	4.8946	30.723	6.4817	41.78
140.79	39.59	0.055106	0.88111	2.5042	16.626	8.5173	85.711
35.156	30.238	4.2035	24.487	34.101	62.577	1.89	2.5721
140.68	44.579	0.013024	0.38592	4.9406	25.574	5.6036	32.805
121.86	48.376	0.24692	-0.24922	5.2199	27.885	6.1545	40.296
135	47.767	-0.10035	-0.011803	4.0042	25.984	7.1103	51.78
120.2	50.39	0.11792	-0.06741	6.403	31.867	5.0965	25.442
114.29	44.236	0.22324	0.9117	0.97241	12.574	15.093	248.77
108.13	46.406	0.42884	0.2348	2.0159	16.997	9.7797	105.9
