1.4455e+08	9.3498	56.741	17.053
1.4455e+08	9.3502	56.741	17.615
1.4455e+08	9.3505	56.741	18.084
1.4455e+08	9.3508	56.74	18.279
1.4455e+08	9.3511	56.74	18.423
1.4455e+08	9.3515	56.741	19.125
1.4455e+08	9.3521	56.741	19.591
1.4455e+08	9.3524	56.741	19.622
1.4455e+08	9.3526	56.741	19.66
1.4455e+08	9.3527	56.741	19.491
1.4455e+08	9.3531	56.741	19.23
1.4455e+08	9.3534	56.741	18.233
1.4455e+08	9.3537	56.741	17.601
1.4455e+08	9.3542	56.741	17.644
1.4455e+08	9.3546	56.741	18.397
1.4455e+08	9.3548	56.741	18.865
1.4455e+08	9.3551	56.741	18.248
1.4455e+08	9.3553	56.741	18.02
1.4455e+08	9.3556	56.741	18.323
4.2992e+07	8.5857	57.011	32.078
4.2992e+07	8.5852	57.01	28.712
4.2992e+07	8.5834	57.009	24.668
4.2992e+07	8.5831	57.009	21.818
4.2992e+07	8.5826	57.008	17.142
4.2992e+07	8.5825	57.008	17.039
4.2992e+07	8.5819	57.007	14.277
4.2992e+07	8.5813	57.006	14.073
4.2992e+07	8.5618	57.023	22.419
4.2992e+07	8.5611	57.023	20.545
4.2992e+07	8.5605	57.023	23.566
4.2992e+07	8.5595	57.023	23.057
4.2992e+07	8.5053	57.043	9.3213
4.2992e+07	8.5054	57.045	7.9453
4.2992e+07	8.5038	57.045	6.8353
4.2992e+07	8.5038	57.045	7.0368
4.2992e+07	8.5059	57.044	8.8686
4.2992e+07	8.5065	57.044	8.6449
4.2992e+07	8.5067	57.044	8.6773
4.2992e+07	8.5069	57.044	8.8556
4.2992e+07	8.507	57.044	8.6413
4.2992e+07	8.5072	57.044	8.8667
4.2992e+07	8.5074	57.044	8.8752
4.2992e+07	8.5075	57.044	8.861
4.2992e+07	8.5076	57.044	8.8366
4.2992e+07	8.5076	57.044	9.0277
4.2992e+07	8.5077	57.045	8.8369
4.2992e+07	8.5075	57.044	8.9404
4.2992e+07	8.5076	57.044	8.866
4.2992e+07	8.5076	57.044	8.9547
4.2992e+07	8.5077	57.044	9.1014
4.2992e+07	8.5077	57.044	9.1782
4.2992e+07	8.5078	57.043	9.6274
4.2992e+07	8.5078	57.043	9.4353
4.2992e+07	8.5109	57.042	11.441
4.2992e+07	8.5106	57.041	11.231
4.2992e+07	8.5105	57.041	11.59
4.2992e+07	8.5109	57.041	11.256
4.2992e+07	8.509	57.04	11.393
4.2992e+07	8.5093	57.04	11.833
4.2992e+07	8.5103	57.04	11.294
4.2992e+07	8.5121	57.04	12.175
4.2992e+07	8.5135	57.039	12.114
4.2992e+07	8.5139	57.039	12.065
4.2992e+07	8.5148	57.039	12.746
4.2992e+07	8.5139	57.039	12.403
4.2992e+07	8.5135	57.039	12.477
4.2992e+07	8.5135	57.039	12.145
4.2992e+07	8.5134	57.039	12.156
4.2992e+07	8.5128	57.039	12.129
4.2992e+07	8.5127	57.038	12.016
4.2992e+07	8.5126	57.038	12.402
1.2583e+08	9.9801	56.63	54.081
1.2583e+08	9.9826	56.631	52.522
1.2583e+08	9.9867	56.631	52.848
1.2583e+08	9.9931	56.633	61.938
1.2583e+08	9.9934	56.633	61.869
1.2583e+08	9.9953	56.634	66.812
1.2583e+08	9.996	56.634	68.419
1.2583e+08	9.9972	56.634	72.372
1.2583e+08	9.9977	56.634	74.581
1.2583e+08	9.9988	56.634	78.526
1.2583e+08	9.9992	56.634	79.213
1.2583e+08	9.9998	56.634	80.277
1.2583e+08	10	56.634	81.266
1.2583e+08	9.9929	56.635	79.121
1.2583e+08	9.9932	56.635	78.804
1.2583e+08	9.9933	56.635	78.165
1.2583e+08	9.9939	56.634	74.897
1.2583e+08	9.9946	56.634	71.109
1.2583e+08	9.9953	56.634	67.819
4.2992e+07	8.5041	57.035	13.748
4.2992e+07	8.5047	57.035	14.981
4.2992e+07	8.505	57.034	14.328
4.2992e+07	8.5054	57.034	13.783
4.2992e+07	8.5059	57.034	14.048
4.2992e+07	8.5061	57.034	14.306
4.2992e+07	8.5048	57.036	13.476
4.2992e+07	8.5055	57.036	12.431
4.2992e+07	8.5063	57.036	12.543
4.2992e+07	8.506	57.035	13.202
4.2992e+07	8.5063	57.036	12.531
4.2992e+07	8.5077	57.035	12.803
4.2992e+07	8.5078	57.035	13.087
4.2992e+07	8.5077	57.035	12.623
4.2992e+07	8.508	57.035	12.59
4.2992e+07	8.5096	57.038	12.268
4.2992e+07	8.5035	57.034	14.004
4.2992e+07	8.5032	57.034	13.81
4.2992e+07	8.5023	57.034	13.311
4.2992e+07	8.5032	57.034	14.017
4.2992e+07	8.5001	57.033	13.925
4.2992e+07	8.4965	57.034	13.324
4.2992e+07	8.4957	57.034	13.241
4.2992e+07	8.4937	57.035	12.731
4.2992e+07	8.4928	57.035	12.334
4.2992e+07	8.4924	57.035	12.626
4.2992e+07	8.4936	57.038	10.141
4.2992e+07	8.4946	57.038	11.07
4.2992e+07	8.4951	57.038	10.999
4.2992e+07	8.4952	57.039	10.346
4.2992e+07	8.4953	57.039	9.7913
4.2992e+07	8.4956	57.039	10.377
4.2992e+07	8.4951	57.038	10.918
4.2992e+07	8.4951	57.038	10.262
4.2992e+07	8.4935	57.039	9.8542
4.2992e+07	8.4932	57.039	9.7557
4.2992e+07	8.4915	57.035	12.553
4.2992e+07	8.4892	57.036	11.949
4.2992e+07	8.4888	57.036	11.92
4.2992e+07	8.4882	57.036	11.437
4.2992e+07	8.4868	57.036	10.851
4.2992e+07	8.486	57.036	10.924
4.2992e+07	8.4856	57.036	10.929
4.2992e+07	8.4843	57.037	10.579
4.2992e+07	8.4868	57.036	10.98
4.2992e+07	8.513	57.038	11.913
4.2992e+07	8.5121	57.037	11.669
4.2992e+07	8.4946	57.038	11.148
4.2992e+07	8.4937	57.037	10.891
4.2992e+07	8.4935	57.037	10.615
4.2992e+07	8.4916	57.038	10.042
4.2992e+07	8.4901	57.038	10.067
4.2992e+07	8.4886	57.039	9.5075
4.2992e+07	8.4884	57.039	9.1248
4.2992e+07	8.4886	57.039	9.1648
4.2992e+07	8.4885	57.039	8.8347
4.2992e+07	8.4881	57.04	8.988
1.4331e+08	9.5027	56.615	33.756
9.1226e+07	9.86	57.07	0.9889
9.1226e+07	9.8593	57.07	1.0861
9.1226e+07	9.8593	57.069	1.0306
9.1226e+07	9.8733	57.063	2.02
1.2583e+08	9.9849	56.629	59.506
1.2583e+08	10.003	56.639	69.474
1.2583e+08	10.002	56.641	78.023
1.2583e+08	10.001	56.641	80.024
1.2583e+08	10.001	56.641	81.802
1.2583e+08	10.001	56.641	82.393
1.2583e+08	10.001	56.641	83.067
1.2583e+08	10	56.641	83.02
1.2583e+08	10	56.642	82.659
1.2583e+08	9.9997	56.642	82.943
1.2583e+08	9.9996	56.642	82.94
1.2583e+08	9.9994	56.642	82.071
1.2583e+08	9.9971	56.642	72.355
1.2583e+08	9.9967	56.641	71.743
1.2583e+08	9.9965	56.641	70.25
1.2583e+08	9.9889	56.642	55.91
1.2583e+08	9.9879	56.642	51.437
1.2583e+08	10.001	56.634	83.534
1.2583e+08	10.001	56.637	76.015
1.2583e+08	10.002	56.637	75.265
1.2583e+08	10.002	56.637	71.557
1.2583e+08	10.002	56.638	70.363
1.2583e+08	10.002	56.638	70.075
1.2583e+08	10.003	56.639	69.747
1.2583e+08	10.003	56.639	69.748
1.2583e+08	10.003	56.639	69.853
1.2583e+08	10.006	56.64	69.422
1.2583e+08	10.007	56.64	67.562
1.2583e+08	10.009	56.641	64.193
1.2583e+08	10.009	56.641	62.806
1.2583e+08	10.009	56.641	61.756
4.2992e+07	8.5036	57.034	13.743
1.2583e+08	10	56.631	69.286
1.2583e+08	9.9999	56.632	68.754
1.2583e+08	10	56.632	74.397
1.2583e+08	10	56.632	76.926
1.2583e+08	10	56.633	79.994
1.468e+08	10.068	56.803	50.539
1.468e+08	10.068	56.803	51.132
1.468e+08	10.068	56.803	51.759
1.468e+08	10.068	56.803	52.113
1.468e+08	10.069	56.804	51.413
1.468e+08	10.069	56.804	50.498
1.468e+08	10.069	56.804	49.753
1.468e+08	10.069	56.804	49.36
1.468e+08	10.068	56.804	48.939
1.468e+08	10.068	56.804	49.143
1.468e+08	10.069	56.804	48.995
1.468e+08	10.069	56.804	48.806
1.468e+08	10.069	56.804	48.462
1.468e+08	10.069	56.804	48.577
1.468e+08	10.07	56.804	48.75
1.468e+08	10.07	56.805	49.587
1.468e+08	10.071	56.805	48.507
1.468e+08	10.071	56.805	46.452
1.468e+08	10.071	56.805	45.523
1.468e+08	10.071	56.805	44.628
1.468e+08	10.088	56.804	32.86
1.468e+08	10.088	56.804	33.045
