-2.6842	0.32661
-2.7154	-0.16956
-2.8898	-0.13735
-2.7464	-0.31112
-2.7286	0.33392
-2.2799	0.74778
-2.8209	-0.082105
-2.6265	0.17041
-2.888	-0.5708
-2.6738	-0.10669
-2.5065	0.65194
-2.6131	0.021521
-2.7874	-0.22774
-3.2252	-0.50328
-2.6435	1.1862
-2.3839	1.3448
-2.6225	0.81809
-2.6483	0.31914
-2.1991	0.87924
-2.5873	0.52047
-2.3105	0.39787
-2.5432	0.44003
-3.2159	0.14162
-2.3031	0.10552
-2.3562	-0.03121
-2.5079	-0.13906
-2.4691	0.13789
-2.5624	0.37468
-2.6398	0.31929
-2.6328	-0.19008
-2.5885	-0.19739
-2.4101	0.41808
-2.6476	0.81998
-2.5972	1.1
-2.6738	-0.10669
-2.867	0.077193
-2.6252	0.6068
-2.6738	-0.10669
-2.9818	-0.48025
-2.5903	0.23606
-2.7701	0.27106
-2.8522	-0.93287
-2.9983	-0.33431
-2.4055	0.19592
-2.2088	0.4427
-2.7157	-0.24268
-2.5376	0.51037
-2.8403	-0.22058
-2.5427	0.58628
-2.7039	0.11501
1.2848	0.68544
0.93241	0.3192
1.4641	0.50419
0.18097	-0.8256
1.0871	0.07539
0.64044	-0.41732
1.0952	0.28389
-0.75147	-1.0011
1.0433	0.22896
-0.01019	-0.72057
-0.51109	-1.2625
0.5111	-0.10228
0.26234	-0.54789
0.98404	-0.12436
-0.17486	-0.25182
0.92757	0.46824
0.65959	-0.35198
0.23454	-0.33192
0.94236	-0.54182
0.043246	-0.58149
1.1162	-0.084214
0.35679	-0.066824
1.2965	-0.32756
0.9205	-0.18239
0.71401	0.15038
0.89964	0.32961
1.331	0.24467
1.5574	0.26739
0.81246	-0.16233
-0.30733	-0.36509
-0.070343	-0.70254
-0.19188	-0.67749
0.13499	-0.31171
1.3787	-0.42121
0.58727	-0.48328
0.80721	0.19505
1.2204	0.40804
0.81287	-0.37068
0.2452	-0.26673
0.16451	-0.67966
0.46303	-0.66953
0.89016	-0.033812
0.22888	-0.40226
-0.70708	-1.0084
0.35553	-0.50322
0.33113	-0.21118
0.37524	-0.29162
0.64169	0.019071
-0.90846	-0.75157
0.29781	-0.34702
2.5317	-0.011842
1.4141	-0.57493
2.6165	0.34194
1.9708	-0.18113
2.3498	-0.041883
3.3969	0.54717
0.51938	-1.1914
2.932	0.35238
2.3197	-0.24555
2.9181	0.78038
1.6619	0.24204
1.8023	-0.21615
2.1654	0.21528
1.3446	-0.77642
1.5853	-0.53931
1.9047	0.11882
1.9492	0.04073
3.4888	1.1715
3.7947	0.25327
1.2983	-0.76101
2.4282	0.37678
1.1981	-0.60558
3.4993	0.45677
1.3877	-0.20403
2.2759	0.33339
2.6142	0.55837
1.2576	-0.17914
1.2907	-0.11643
2.1229	-0.21085
2.3876	0.46252
2.841	0.37274
3.2323	1.3705
2.1587	-0.21833
1.4431	-0.1438
1.7796	-0.50146
3.0765	0.68576
2.145	0.13891
1.9049	0.048048
1.1689	-0.1645
2.1077	0.37148
2.3143	0.18261
1.9225	0.40927
1.4141	-0.57493
2.5633	0.27597
2.4194	0.3035
1.944	0.18742
1.5257	-0.37502
1.764	0.078519
1.9016	0.11588
1.3897	-0.28289
