0.023041	0.058309
0.023041	0.058309
0.16129	0.11662
-0.069124	0.23324
-0.16129	0.17493
-0.20737	-1.7764e-15
0.11521	-1.7764e-15
0.20737	0.46647
-0.023041	0.52478
-0.11521	0.58309
-0.29954	0.29155
-0.34562	0.058309
-0.34562	-0.11662
-0.069124	-0.29155
0.069124	-0.29155
0.25346	-0.52478
0.43779	-0.17493
0.39171	0.34985
0.20737	0.87464
0.11521	0.93294
-0.11521	1.1079
-0.34562	1.1079
-0.52995	0.93294
-0.80645	0.58309
-0.99078	0.23324
-0.6682	-0.058309
-0.34562	-0.34985
-0.023041	-0.40816
0.39171	0.11662
0.48387	0.34985
0.34562	1.1079
0.20737	1.2828
0.023041	1.516
-0.39171	1.6327
-0.9447	1.516
-1.0369	1.3994
-1.1751	1.2245
-1.2212	0.93294
-0.9447	0.29155
-0.62212	-0.29155
-0.16129	-0.52478
0.25346	-0.46647
0.6682	-0.40816
0.9447	0.29155
0.62212	1.2245
0.43779	1.691
-0.11521	1.9825
-1.0829	2.1574
-1.8664	1.7493
-1.9585	0.87464
-1.9585	0.34985
-1.9585	-0.058309
-1.8203	-0.46647
-1.7742	-1.1662
-1.5899	-1.691
-1.0829	-2.0408
-0.25346	-2.2157
0.11521	-2.1574
0.89862	-2.1574
1.3594	-2.3324
1.5899	-2.1574
1.5899	-1.6327
1.5899	-0.52478
1.5899	-0.058309
1.5899	0.29155
1.682	0.52478
1.7281	0.93294
1.9124	1.3994
1.7742	1.691
1.4055	1.5743
0.76037	1.3994
0.16129	1.3994
-0.11521	0.52478
0.25346	0.6414
-0.069124	0.99125
-0.11521	0.17493
0.20737	0.58309
-0.069124	1.1079
-0.57604	0.6414
-0.069124	0.058309
0.71429	-0.17493
1.3594	0.75802
1.0369	2.3324
0.069124	2.2157
-0.48387	2.1574
-0.89862	1.8076
-0.9447	1.4577
-0.43779	1.0496
0.069124	0.6414
0.34562	0.46647
0.34562	0.17493
0.023041	-0.29155
-0.023041	0.29155
-0.25346	0.46647
-0.57604	0.23324
-0.80645	0.058309
-0.80645	-0.46647
-0.069124	-0.58309
0.43779	-0.34985
0.76037	-0.23324
1.0369	0.46647
0.62212	1.2245
-0.20737	1.5743
-1.0369	1.0496
-1.2673	0.46647
-0.85253	-0.11662
-0.39171	-0.46647
0.48387	-1.1079
0.99078	-0.58309
1.3594	0.52478
1.1751	1.3994
0.11521	1.516
-0.99078	1.1662
-1.3134	0.46647
-1.129	0.11662
-0.34562	-0.52478
0.52995	-0.52478
0.89862	0.058309
0.71429	0.87464
0.29954	0.99125
-0.069124	1.0496
-0.43779	-0.40816
-0.023041	-0.6414
0.29954	-0.46647
0.43779	-0.11662
0.20737	0.58309
0.16129	1.2245
-0.29954	0.87464
-0.25346	0.23324
0.11521	0.17493
0.89862	0.058309
1.129	0.40816
1.0369	0.93294
0.71429	1.2245
0.25346	0.75802
0.20737	0.29155
0.20737	-0.29155
0.43779	-0.11662
1.2673	-0.69971
1.7281	-0.52478
2.1429	-0.058309
2.1429	0.40816
1.9585	1.0496
1.7281	1.691
0.99078	1.6327
0.52995	1.2828
0.39171	0.81633
0.6682	0.23324
0.85253	0.17493
1.4055	-0.058309
1.8664	0.058309
1.9585	0.23324
1.129	0.17493
0.62212	-0.46647
0.9447	-0.99125
1.4516	-1.1079
2.0046	-0.93294
2.0968	0.23324
1.8664	1.516
1.4055	1.4577
0.76037	1.2245
0.25346	1.0496
-0.48387	0.058309
-0.39171	-1.7764e-15
0.023041	-0.52478
0.62212	-0.75802
1.3594	-0.40816
1.4055	0.40816
1.129	0.6414
0.6682	0.29155
0.57604	0.23324
0.6682	-0.058309
1.3134	0.058309
1.4516	0.46647
0.80645	0.29155
0.76037	0.11662
1.1751	-0.29155
1.3594	-0.29155
1.129	0.29155
0.62212	0.23324
0.29954	-0.58309
0.6682	-0.87464
1.1751	-0.69971
1.7742	-0.75802
1.9124	-0.23324
1.7281	0.34985
1.1751	0.6414
0.89862	0.40816
0.99078	-0.17493
1.7281	0.23324
1.4516	0.87464
1.2673	1.0496
1.0829	0.93294
1.4516	0.75802
-0.20737	1.2245
-1.1751	1.2828
-1.129	0.58309
-0.71429	0.58309
-2.3272	1.3994
-1.0369	1.0496
-0.62212	1.0496
0.20737	0.75802
0.57604	0.69971
0.20737	1.8076
-0.16129	1.3411
-0.29954	0.93294
0.023041	0.40816
0.29954	0.52478
0.39171	0.99125
0.34562	1.691
-0.11521	1.691
-0.48387	1.516
-8.0415	-0.40816
-7.8571	-0.40816
-8.1336	-1.7764e-15
-8.2719	0.058309
-8.318	0.058309
-8.318	-0.058309
-8.1336	-0.87464
-7.5806	-0.93294
-7.3502	-0.17493
-7.765	0.23324
-8.3641	0.6414
-8.6406	0.23324
-8.6866	-1.7764e-15
-8.4101	-0.34985
-8.0415	0.40816
-8.5023	0.75802
-8.6406	0.34985
-8.2719	0.17493
-7.4885	0.87464
-7.8111	1.6327
-8.1336	1.691
-7.9954	1.1662
-7.5806	1.7493
-8.0876	1.1079
-8.0876	1.1079
-7.1198	1.0496
-7.5806	2.3907
-7.8571	2.3907
-8.0415	1.8076
-8.318	1.516
-7.6728	0.69971
-7.4885	1.516
-7.9954	1.9825
-8.3641	2.0991
-7.9493	2.7405
-8.3641	2.1574
-8.5484	0.34985
-8.2719	0.29155
-7.8571	1.0496
-8.1336	1.6327
-8.1797	1.691
-7.6728	1.4577
-7.5346	2.3324
-7.1198	1.4577
-6.9355	1.7493
-7.0737	2.2157
-7.3041	2.5073
-7.8571	2.6239
-7.9493	2.1574
-7.4424	2.5073
-7.1659	3.4402
-7.4424	3.3819
-7.4885	3.2653
-6.8894	3.4985
-6.8894	3.9067
-6.9816	3.965
-7.0276	3.8484
-7.3041	3.4402
-7.8111	2.6239
-7.3963	2.6822
-6.7512	3.2653
-6.5668	3.7318
-6.8433	3.965
-7.0276	4.4315
-7.0737	4.4898
-5.5991	5.0146
-5.5069	4.7813
-4.7696	4.7813
-4.4009	5.0146
-4.3548	5.7143
-4.6313	5.5394
-4.9539	5.4227
-5.6912	4.898
-5.553	4.8397
-5.1843	6.2391
-5.5991	6.1224
-5.6452	5.7726
-5.3687	5.5394
-4.3088	6.0641
-3.6636	6.3557
-3.894	6.1224
-4.447	5.7143
-4.5392	5.8892
-4.0783	6.5306
-3.3871	6.9388
-2.9724	6.9971
-2.6498	7.172
-3.0184	7.7551
-3.7097	7.6385
-4.4009	7.7551
-4.0323	8.3382
-3.2488	8.7464
-1.8203	9.0379
-1.0829	8.9213
-0.25346	8.8047
0.11521	8.6297
0.76037	8.5714
1.4977	8.8047
1.8203	8.9796
2.0046	9.2128
1.8203	9.4461
1.3594	9.3294
0.80645	9.2711
-0.48387	9.2711
-2.0046	9.621
-3.341	9.7376
-3.5253	8.9796
-3.5253	8.863
-3.1106	8.688
-2.8802	8.6297
-2.7419	8.3965
-1.4977	8.0466
-0.76037	8.0466
-0.57604	8.0466
-0.52995	8.4548
