-113	-53
-61	176
-93	170
-46	-96
152	-94
22	112
-70	-39
60	155
44	-19
-165	-1
31	38
31	43
34	28
42	20
42	28
30	36
34	26
31	48
21	23
50	28
38	34
33	40
50	45
41	39
35	45
31	37
33	35
26	44
36	33
49	21
25	50
43	43
45	37
48	30
39	38
-2	0
-3	-19
-2	-18
-18	-18
-4	-4
-12	-17
-14	-9
-20	-6
-6	0
-3	-8
-19	-14
-15	-9
-1	-9
-18	-2
0	-19
-13	0
-2	-1
-15	-1
-5	-6
-19	-5
-18	-19
-2	-18
-12	-3
-9	-3
-5	-18
165	-20
156	-26
155	-33
167	-23
158	-42
163	-21
150	-20
165	-22
170	-49
158	-32
161	-37
166	-49
153	-22
168	-27
156	-49
164	-28
159	-42
163	-21
164	-46
155	-32
161	-36
153	-38
169	-23
162	-44
167	-34
77	189
56	179
12	178
37	189
72	172
37	181
63	176
62	189
26	182
75	179
22	188
68	185
39	182
64	172
34	170
73	171
70	179
19	173
58	171
20	176
39	174
49	177
49	181
64	190
62	174
