-6.1982	6.5889
-6.0138	6.9971
-6.1982	6.9971
-6.4747	6.8805
-6.2442	6.5306
-6.1521	6.5306
-5.8756	6.5306
-5.553	6.8222
-5.5991	7.172
-5.6912	7.2303
-6.0138	7.3469
-6.1982	7.4052
-6.3364	7.172
-6.6129	6.8805
-6.5668	6.5306
-6.4286	6.0058
-6.1521	5.7143
-5.5069	5.7143
-4.9539	6.2391
-4.9078	6.2391
-4.8618	6.2391
-4.1705	8.105
-5.1382	7.9883
-5.4608	7.93
-5.8295	8.1633
-6.1521	7.93
-6.659	7.5802
-6.7051	6.9388
-5.9217	5.7726
-4.9539	6.1224
-3.6636	6.5889
-3.5253	7.2303
-3.8018	8.1633
-4.4009	8.5714
-4.7235	8.688
-5.4608	8.688
-6.106	8.3965
-6.7051	8.105
-6.9816	6.6472
-6.8894	5.656
-6.0599	5.0146
-5.7373	5.0146
-4.9078	5.0729
-4.3088	5.1312
-3.7097	5.5394
-3.6175	5.5394
-3.4332	6.0058
-3.4332	6.0641
-3.8479	6.7638
-4.2166	6.9971
-4.4931	7.0554
-4.8157	7.2303
-5.1382	7.4052
-5.5991	7.0554
-5.553	6.414
-4.5853	6.2974
-4.1244	7.172
-4.4009	7.4636
-4.8618	7.6968
-5.5069	7.4052
-5.6452	6.8222
-5.0922	6.1224
-4.447	6.4723
-4.1244	6.8805
-4.5392	7.2886
-5	7.4052
-5.6452	6.9971
-5.3226	6.5306
-4.6774	6.5306
-4.2166	6.9388
-4.2166	6.9971
-4.5853	7.3469
-4.7235	7.6385
-5.2304	7.6968
-5.8756	7.8717
-6.5668	6.9971
-6.5207	6.4723
-6.106	6.0058
-5.7373	5.9475
-5.0461	6.0058
-4.1244	6.7638
-5.6452	8.2799
-6.1982	8.0466
-6.659	7.4636
-6.4747	6.3557
-6.0599	5.8892
-4.3088	0.93294
-4.5392	0.93294
-4.9539	0.81633
-5.1843	0.58309
-5.1843	0.29155
-5.1382	0.23324
-5.1382	0.17493
-5.0922	-0.11662
-4.9078	-0.40816
-4.6313	-0.93294
-4.2166	-1.2245
-3.9401	-1.2245
-3.7097	-1.2245
-3.1567	-1.1079
-3.1567	-1.1079
-2.5115	-0.75802
-2.5115	-0.29155
-2.3733	0.40816
-2.3733	0.40816
-2.788	0.75802
-2.9724	0.81633
-3.2949	0.75802
-3.6175	0.69971
-3.7558	0.6414
-3.8018	0.40816
-3.3871	0.17493
-2.4194	0.17493
-1.9124	0.69971
-1.8664	1.1662
-2.1889	1.8659
-2.4654	2.0408
-3.6175	1.8076
-3.9862	1.691
-4.0323	1.0496
-3.9862	0.6414
-3.8479	0.29155
-3.2949	-0.29155
-2.6498	-0.40816
-2.0968	-0.23324
-1.682	-1.7764e-15
-1.4055	0.6414
-1.0829	1.516
-1.7281	2.1574
-2.4194	2.3324
-2.8341	2.3907
-3.4793	2.2741
-4.0783	1.8659
-4.2166	1.1079
-3.9862	0.29155
-3.5253	-0.34985
-3.1567	-0.6414
-2.6037	-0.6414
-2.1429	-0.46647
-1.8203	0.17493
-1.5899	1.2245
-2.0046	2.0408
-3.4793	2.0991
-3.8479	1.9242
-3.2488	0.69971
-3.1567	1.1662
-2.9724	1.3994
-3.5714	1.3994
-3.9401	1.3994
-4.1244	1.691
-3.894	1.9825
-3.341	2.0408
-3.2949	2.0408
-3.3871	1.3411
-4.2627	0.34985
-4.9078	0.40816
-5.1843	0.75802
-5.1382	1.6327
-4.8618	1.9825
-3.2949	2.7405
-2.6959	2.5656
-3.1567	1.9242
-3.4332	1.3411
-3.7097	0.99125
-4.9078	0.69971
-5.5069	1.3411
-5.3226	2.2157
-4.9539	2.7988
-3.9401	3.4985
0.62212	8.5714
0.62212	8.5714
